person_age,person_gender,person_education,person_income,person_home_ownership,loan_amnt,loan_intent,loan_int_rate,loan_percent_income,credit_score,previous_loan_defaults_on_file,loan_status
29.608811697114238,0,1,103504.97832381714,2,18652.20292427856,2,13.00909881253637,0.1797830438641784,642,0,1
23.0,0,2,36361.210238342384,2,6243.441970097811,1,7.581153995328205,0.1733578202772112,607,0,1
21.0,0,0,18232.355960432527,0,1493.0877556229411,3,15.889552974221369,0.07988410640139038,609,0,1
24.202925885701987,0,0,45555.680957644196,2,8601.462942850994,1,12.33722040858311,0.19,622,0,1
24.143498599480193,0,2,25484.87633191598,0,11143.498599480194,2,10.249796064322908,0.4414574369766087,616,0,1
22.0,0,2,24025.79674717293,0,3139.178930292676,1,13.981470161748627,0.1269589465146338,675,0,1
23.92549545599332,0,0,99164.59327985457,0,23611.756816010016,1,14.205898527179468,0.23611756816010016,603,0,1
28.037160668110197,0,2,60058.45115619548,2,19680.32374729338,3,15.541167101824843,0.3288851799566941,691,0,1
22.953556806720098,0,1,39680.219293781134,0,10000.0,2,13.763527379830455,0.25,566,0,1
24.310367894855712,0,0,12561.51304313626,0,3161.204013143036,3,9.3713177347817,0.24844816052572144,595,0,1
27.0,0,2,24856.892886546917,0,7018.4863746472565,0,6.876446628873435,0.28,530,0,1
22.15062319450111,0,3,17786.369739916096,0,5000.0,3,11.526145109151214,0.2815062319450111,600,0,1
23.230281848815437,0,1,24092.88172864588,0,2923.239383728188,2,12.652253288404026,0.11692957534912751,540,0,1
46.23191190309079,0,1,72906.80138232083,1,6000.0,1,15.555997246971588,0.08,647,0,1
29.0,0,1,24605.25972133725,0,2000.0,2,12.182292908607385,0.08,636,0,1
23.543756974153705,0,0,47388.98216943001,0,13000.0,1,10.868623186720036,0.27456243025846294,667,0,1
38.64082002113413,1,1,28167.4599359774,0,3882.0410010567066,5,13.085637326734673,0.1358979499471647,643,0,1
21.493234173321227,0,1,53317.11902807079,2,15534.337021097994,4,16.1348173407078,0.29150879737749524,676,0,1
24.238707706605084,0,0,56958.52855729182,2,5619.353853302543,2,6.207937523663737,0.10238707706605085,614,0,1
22.572969999169068,0,3,53893.81034987121,0,7970.587540042655,1,15.768618833393345,0.14936336666758993,668,0,1
24.73664903134279,0,0,12962.145538005938,1,5315.160829181623,4,11.379765609190036,0.4067081128917849,481,0,1
30.871766180426174,0,2,37293.78292007724,0,14962.598469290968,4,10.202609434926647,0.39914510786950785,643,0,1
31.273163374992297,0,2,149843.06537887704,2,3977.136445314907,4,13.184704631872188,0.025908545781259628,626,0,1
23.84478116690492,0,2,23741.200216694073,0,8121.085300589705,1,13.942031388491799,0.3412637488920656,653,0,1
48.11066091366763,0,2,166072.29045202685,0,13528.105212552025,1,13.15244998858227,0.08185110152277938,701,0,1
22.707062959136902,0,1,34878.1562801308,0,5808.085650539437,2,14.921312240300743,0.1693940556129465,644,0,1
23.748353888414815,0,2,46195.21815563127,0,16469.367291844443,2,12.763610080515258,0.35938734583688886,586,0,1
29.020808496062394,0,0,43657.42670949002,0,2642.7170263781627,1,11.87050232956648,0.06234393627953207,706,0,1
22.39944234393937,0,1,37457.70723056817,0,3120.111531212126,3,15.356368053000015,0.0860055765606063,636,0,1
26.684868340026846,0,1,71880.39339852746,0,18000.0,1,13.393756829317041,0.25,644,0,1
22.93322724560425,0,1,77222.12326447014,0,12000.0,1,14.153187462705844,0.15466613622802125,673,0,1
25.336716597280095,0,2,70727.6886029419,0,7516.835829864005,2,13.558464706633089,0.11,676,0,1
31.47660620629731,0,2,37311.751059878356,1,10076.169689685135,3,12.628147563366324,0.27380848448425676,621,0,1
24.0,1,2,95806.68146364631,0,6458.73072571384,0,12.124620922363482,0.06977847087328057,654,0,1
23.42684140936898,1,3,12350.52272691645,0,1905.6992377760835,3,9.968949910632706,0.15280524228106934,632,0,1
24.566940385140484,0,2,36902.543734635336,0,5000.0,2,12.520673880940596,0.14,616,0,1
23.928533804852226,0,1,77881.60877948893,1,12928.533804852226,5,15.062879717088663,0.1639280070727834,625,0,1
33.54268963932971,1,1,343916.61087801686,0,15762.183934450482,2,12.826914612144414,0.04304873573780193,659,0,1
30.10632655934278,1,1,73040.45081428667,0,25000.0,2,13.859887595647571,0.34,664,0,1
40.02781567669642,0,1,80738.27280180619,0,21611.126270678567,1,14.511010812405061,0.2701390783834821,692,0,1
23.242844244662525,1,0,71494.40584658859,2,5024.284424466253,2,8.341084649220912,0.07,667,0,1
21.466256741117373,0,1,31716.829645643713,0,7866.564185279343,1,14.210189002433225,0.24932513482234747,642,0,1
23.0,0,1,51362.71574512779,0,15000.0,3,13.484382582287198,0.29,612,0,1
33.21428196130207,0,2,94317.16975591578,0,15000.0,4,15.084553426000456,0.16,653,0,1
22.2114705358529,0,3,84109.11279953923,0,9980.326175894383,4,15.696702919699689,0.12,636,0,1
27.0,0,1,36786.06947442908,0,16000.0,4,10.965950223634218,0.4397570729660022,662,0,1
25.8244750462445,1,1,49228.0466062527,0,8087.060377062727,5,12.711929094338785,0.161755249537555,619,0,1
27.0,0,2,50364.87464098479,0,15000.0,1,8.740416078184921,0.3,587,0,1
23.0,1,1,66259.93256714659,0,5000.0,1,15.73198753348926,0.08,648,0,1
26.842806944662954,0,2,61407.66313548386,0,2839.4262865460105,1,11.87698945837922,0.04382105208497216,654,0,1
25.166125528607044,1,1,56216.38058758294,2,4833.225105721409,2,17.49225105721409,0.08722041842869015,628,0,1
28.0,0,0,40279.73379563485,0,8000.0,5,12.806621876766743,0.2,598,0,1
26.87326264178832,0,2,35673.43580753741,0,14563.368679105839,2,10.868896328579378,0.4069010603731752,611,0,1
22.269051055080485,0,3,23058.967463607896,0,3707.6204220321943,0,9.462316705118216,0.1653810211016097,607,0,1
25.101180738905892,0,2,48550.642020703075,0,15000.0,2,12.275311543364573,0.31,572,0,1
23.252981918640508,0,1,44674.44190004842,0,15000.0,3,15.063081948754022,0.34,633,0,1
23.159218346514102,0,2,30976.17320845439,0,10000.0,0,9.712709711574773,0.32,599,0,1
22.161622834813606,0,0,19755.60499556375,0,2800.0,1,9.237687324675122,0.14232324566962723,657,0,1
21.66593003122068,0,2,49142.78968478615,0,16665.93003122068,3,11.044202563159597,0.3399779009366204,624,0,1
23.495578372439194,0,2,46544.53649081071,0,16000.0,2,12.203039745114708,0.344985261241464,611,0,1
22.935579540945085,1,2,62174.671504480255,2,19574.231816378033,2,14.490684558802554,0.3140336931141762,671,0,1
24.994822758982853,0,2,78889.71324443781,2,15502.588620508574,4,14.535595382716972,0.19502588620508574,607,0,1
26.251903695605307,0,2,102629.761674043,2,3002.6414893504975,2,14.129232363000831,0.03,663,0,1
29.821323112506462,0,0,18859.10060553988,0,4769.6446147915585,3,13.175587735007754,0.2560710770416882,658,0,1
38.49969060288612,0,1,67668.85425969539,0,22999.38120577224,4,11.639449273137293,0.3399876241154448,608,0,1
25.0,1,1,67557.18086514348,0,18382.12879278994,4,15.472365073918946,0.27,607,0,1
21.30809768591638,0,1,32658.444601126157,2,13729.755785209052,1,13.500848330701036,0.4222712082675259,541,0,1
29.288792839265977,1,2,46549.69824046164,0,15370.04322233031,0,11.711121328976335,0.32711207160734024,647,0,1
40.0,0,1,40458.66156082198,0,13775.0,3,12.98,0.34,637,0,1
23.58645947725651,0,0,50108.12075554656,0,15197.636843835444,3,12.752104326815912,0.3058645947725651,591,0,1
23.747394339472446,0,1,173482.75609605384,2,21764.91382125412,5,14.683424292434056,0.1250521132105511,612,0,1
24.53653577362571,0,2,66882.68471214948,0,20000.0,3,11.694654975077201,0.3,625,0,1
29.279878772514827,0,2,24166.944524981096,0,5000.0,1,10.565758993151029,0.21,597,0,1
24.889596463136193,0,1,46305.573135140316,2,8889.596463136193,1,11.171506913603917,0.18889596463136193,686,0,1
27.0,0,3,140257.45795909016,2,25000.0,1,13.36,0.18,658,0,1
25.898656383754446,0,1,23892.60077121842,0,8601.343616245555,4,9.776164969721881,0.36405374464982215,631,0,1
37.745178050643446,1,1,90447.83568610545,1,10759.010264771005,1,12.47766011895117,0.1158172601688115,631,0,1
27.08702355442856,0,2,51309.410735176236,0,14026.600199803663,2,10.053115203238558,0.27058015702952376,638,0,1
24.72852644348946,0,1,62026.10343158788,2,12364.263221744732,3,16.668689866553514,0.1972852644348946,602,0,1
31.817750690815274,0,0,41838.65772404037,0,9311.347155541547,2,10.66095122382415,0.21963550138163054,721,0,1
24.68366021918115,0,1,30934.932003232083,0,8500.0,1,11.50189571233873,0.27841830109590576,628,0,1
22.104955361658806,1,1,60841.647121079885,0,18236.88057979265,4,16.238196408701246,0.29947522319170594,632,0,1
26.525248888776844,1,0,65940.93954667138,0,5115.825037040772,5,12.756630481403985,0.08,659,0,1
24.0,0,1,39037.58041569878,0,12000.0,4,12.781523583086791,0.31,667,0,1
24.25281574190719,0,0,69690.83115988385,2,17791.197376348802,2,12.879487156159307,0.2516478950539521,639,0,1
24.787956637807042,0,1,68457.16410743167,0,20324.002257430842,4,15.146187111108631,0.29636130086578877,619,0,1
29.655336812903776,0,1,65751.24485738468,0,7259.324534537115,4,13.467209321483764,0.11,594,0,1
24.053604126263334,0,2,40823.563786809726,0,2865.6986847121702,2,14.338114979712943,0.07,590,0,1
22.945536086547666,0,0,37224.49017522107,0,6000.0,3,17.92441906585112,0.16,640,0,1
24.0,0,3,51948.38891260306,0,10378.827760004608,5,10.907380469361197,0.1971476935849926,624,0,1
21.0,0,1,40413.551449012615,0,10000.0,2,13.174754205641511,0.24975114507045726,656,0,1
28.0,0,1,65819.52494686838,0,6654.555317434075,4,16.367570497368494,0.10206073756578767,579,0,1
24.0,0,3,174155.4241927369,0,10749.512241073171,3,16.557886588199512,0.05874756120536586,656,0,1
26.653447366289196,0,2,204827.38234517726,0,16037.672515416596,4,13.563136311994771,0.07673276316855401,678,0,1
24.513835102201647,0,2,63502.50996246072,0,14685.035555915874,1,13.357983526434516,0.23,597,0,1
22.605447221606354,0,2,67737.34230529073,2,6340.46736218888,2,12.509028196815535,0.09183658335180936,611,0,1
27.702236494352956,0,1,37131.67028657503,0,11100.31949919328,4,10.020351449112608,0.3020063899838656,666,0,1
23.714111483332132,0,2,44361.40992871654,0,2952.392567777858,1,12.542319390777353,0.06761962838889289,646,0,1
24.5386429455572,1,2,18057.889966893938,0,2281.381981747547,1,15.794589987621992,0.125386429455572,606,0,1
23.879819976705452,0,1,43119.06617303493,0,13327.89198602327,1,11.108547619101529,0.3087981997670545,612,0,1
47.0,0,2,53800.310503235916,0,8000.0,0,11.01,0.15,663,0,1
27.87784345346156,0,1,20143.277198662236,0,3074.8054092922334,1,8.625282106299982,0.14951137381384624,630,0,1
22.022993860143586,0,1,59475.86110517415,2,9997.700613985642,0,5.903934577011475,0.17,634,0,1
24.130068194500552,0,0,59010.40119918927,0,9289.977268499815,2,15.455968175899741,0.1557995453699963,584,0,1
23.0,0,0,88601.20930060331,0,2904.0784451985924,4,16.084258939668178,0.03,635,0,1
26.0,0,1,81957.82254029973,2,15000.0,2,15.037075707926675,0.18,625,0,1
21.962963734780573,0,2,37120.62962692827,2,4774.074093369514,2,10.121111504738094,0.13,634,0,1
27.324624723978445,0,1,65693.00939286588,0,4459.699779182755,2,13.314468873832054,0.06649249447956888,663,0,1
29.604190323268934,0,2,29288.163840195833,0,8625.644958039049,1,8.224648913866075,0.297546243726069,640,0,1
24.90701972355521,0,1,76212.77341201754,2,3241.748718756457,2,11.021921105779166,0.04278940829334374,667,0,1
29.51550958835276,0,1,31991.411370368805,0,11689.438698544094,1,11.319106378138908,0.3637887739708819,706,0,1
26.62327574930778,1,3,66210.87705929061,0,5275.344850138445,2,16.01638275095293,0.08275344850138444,600,0,1
27.123443803366424,1,1,32371.608952359504,0,12000.0,2,13.22458505555361,0.3701763482905235,653,0,1
22.0,0,1,72458.7488811062,2,19888.17644154072,3,16.116321931171246,0.27552705766162877,643,0,1
21.421552244147303,0,2,44012.04579209702,2,4578.447755852696,3,13.60394745424726,0.10156895511705392,628,0,1
43.307740948173105,0,0,15492.488064540672,0,4114.686199057693,1,10.574899615194234,0.26573430995288466,669,0,1
23.144572465100634,1,1,43057.832383816785,1,5000.0,0,13.199750146952963,0.12,651,0,1
28.213314094391617,0,2,31416.872525671144,0,9615.377267696915,2,15.277115629773334,0.3078668590560838,668,0,1
29.165707578316333,1,2,58528.331023891755,0,7388.569192772111,3,10.527326672042504,0.12777138385544223,649,0,1
21.88428670043103,0,2,48358.18277036207,0,3530.572020258618,4,17.047975195646536,0.0688428670043103,680,0,1
22.978138846811703,0,1,65836.46159522356,0,7000.0,5,15.405053175299326,0.11,567,0,1
27.50274568405153,1,1,44260.489126605964,0,13374.313578987118,1,10.714643061073302,0.3050274568405153,644,0,1
30.939598131207074,1,2,69199.41668250099,0,8879.196262414145,2,15.09805682383516,0.1281879439362122,659,0,1
28.393140296397053,1,1,333855.505858916,2,22290.083936935116,2,18.71345742836175,0.06820579110808843,589,0,1
22.0,0,2,60048.750208032354,0,7676.669440431374,1,13.950522934606827,0.13,620,0,1
24.996032216993914,0,0,37090.16370071962,0,6000.0,3,12.174602628287062,0.16,620,0,1
26.811877656656733,0,0,14984.645453688649,1,5978.21835150149,4,8.088462830367922,0.40202969414164186,636,0,1
24.724585059108424,0,1,33200.61332799461,2,8275.414940891576,2,14.493661819399016,0.2496395229312052,577,0,1
27.65745783434065,0,1,40059.6898705184,0,15000.0,2,11.01,0.3734254216565935,588,0,1
22.05349162170806,0,1,58703.76969270071,0,15000.0,1,15.681308650901016,0.26,641,0,1
61.99105700168002,0,2,68029.99675236683,0,9964.126017887143,4,16.733902442929143,0.14928252035774286,692,0,1
23.45862606555953,0,1,60744.5689565574,0,24878.44782787004,1,12.236765537686592,0.41,635,0,1
43.956865657663236,1,1,144527.18473064093,0,24552.15671711684,1,14.435680797212736,0.17,655,0,1
32.76174950762697,0,0,68994.79206442556,0,2730.9096456922166,5,7.736652559335755,0.04247650098474605,637,0,1
22.0,0,2,21471.1016094447,0,3785.7747640997154,3,11.659280264034553,0.17371718867678634,633,0,1
33.26895679810717,0,1,53995.077837739744,0,6000.0,0,14.635622128312317,0.11,655,0,1
29.945671688136134,0,1,94875.5349308882,0,24981.890562712044,3,11.00963781125424,0.25981890562712046,633,0,1
24.78326281860753,0,1,70586.37000352045,0,2058.7447113955645,3,15.46790785232594,0.03,570,0,1
26.914782344184463,0,1,65968.19616986602,0,2364.487001488641,4,15.472640054753816,0.03525565296744661,641,0,1
32.4516203778544,0,2,45799.49063322036,0,16111.891614044049,1,12.440969909577776,0.3521588319318597,601,0,1
28.02976241058329,1,0,59085.45143631269,0,14995.74822705953,1,12.996080035304873,0.2499574822705953,593,0,1
24.691486584482846,1,2,61117.56756103448,0,16979.432438965523,1,16.37882581581047,0.2789716219482762,618,0,1
34.414984609941875,0,1,65730.01573783834,0,15000.0,3,14.704119065983164,0.23,591,0,1
30.164283683194466,0,2,37906.928226143056,0,7216.530134230593,4,16.134499573470837,0.19,603,0,1
28.31650213991029,0,2,66151.75880165024,0,7841.748930044854,2,13.067342538332028,0.11683497860089709,594,0,1
24.326487254908233,0,3,52402.9745045759,0,15000.0,1,13.980509921583433,0.29,605,0,1
42.209005700410636,0,1,41329.22765473784,0,5930.331433196455,0,15.922149967277281,0.14790994299589366,655,0,1
32.0,1,2,77742.23636286579,0,25000.0,3,10.697062885531507,0.32,676,0,1
27.805584249143628,0,1,41472.456036654025,0,5194.415750856372,0,9.262854413503172,0.12583247252569119,676,0,1
26.993630170852818,0,3,41729.89808273364,0,9799.363017085281,1,14.195191410754953,0.23498407542713204,634,0,1
25.206842877376847,0,1,44193.23794415212,0,8331.881791278633,2,12.117885023777529,0.18603421438688422,618,0,1
22.12315629580246,0,1,43159.95098734198,0,6530.789073950615,1,15.778196967355568,0.1512315629580246,630,0,1
30.041618754876126,0,0,23654.401758269636,0,5000.0,1,10.489387217506588,0.21,585,0,1
24.402231500772395,0,0,39442.236073604785,0,9786.964200102986,0,10.446505853329054,0.24467410500257464,643,0,1
32.37947521569875,0,1,44541.38482528343,0,8672.434401962342,1,14.95383687658498,0.19344868803924686,556,0,1
28.04493680407314,0,1,94436.57278814256,0,10000.0,2,13.95971836442768,0.11,680,0,1
22.324792870788315,0,0,36981.5305298541,0,10000.0,0,13.057588246961183,0.27,636,0,1
47.18455003486347,0,3,39182.71536108174,0,8745.636668990897,2,15.51738921272032,0.21932045836238623,600,0,1
40.89206706330191,0,1,72512.5310097647,2,6642.940309126116,2,12.940730031037297,0.08964410463689174,614,0,1
23.0,0,1,65777.48592409052,2,7706.659286942751,1,11.281486831590772,0.11826637147771005,464,0,1
24.897782333548008,1,3,30486.28844307423,0,5000.0,4,10.310267291458013,0.1627111176193543,657,0,1
29.368629430210383,0,0,13906.442844328863,1,2081.5685284894807,2,12.577466651676303,0.15,609,0,1
33.82837760193699,0,2,53833.10650034447,0,14000.0,5,15.746966654905602,0.26,641,0,1
29.27481559611287,0,0,53741.91875645887,0,15681.296100971782,0,10.792395151694645,0.29362592201943566,642,0,1
22.839523523682956,0,0,40168.35668867641,0,10000.0,2,11.343314594422406,0.25,667,0,1
29.02177201644933,0,1,60814.98381934343,1,2008.3149378601806,2,14.376035654339049,0.03,695,0,1
26.32692653234926,0,0,107023.33087860851,0,29782.67648649733,3,17.22512843548995,0.28,646,0,1
22.47873169836014,0,2,53935.59629209177,0,12000.0,4,12.410541453114162,0.22,567,0,1
22.11144861729663,0,1,26054.52802320049,1,1577.6343376489313,4,17.04157011952342,0.05888551382703368,594,0,1
22.018552178892445,0,1,51717.50454415048,0,16990.723910553777,4,7.6975681622572,0.32981447821107557,664,0,1
25.431417819310003,0,1,84069.12903774981,0,12431.417819310002,1,13.703586452330603,0.14431417819310002,592,0,1
28.549353536746906,0,2,74377.39027398758,0,5774.676768373454,2,16.55793757696981,0.07774676768373454,611,0,1
25.5771151086389,0,2,130488.62519663133,0,12577.115108638898,4,15.28801108034057,0.09718076739092599,699,0,1
22.0,0,1,52613.62716694016,0,14820.589203613095,5,10.060054038727882,0.2840196401204365,609,0,1
22.08831209822346,0,0,66289.06742138143,0,2495.584395088827,2,16.357531852664806,0.04,558,0,1
28.684731536566364,0,3,54035.166027657564,0,16232.510491782306,5,11.164481547082481,0.30315268463433637,591,0,1
28.141978382302774,1,1,71588.0109697515,2,19787.03242654584,2,15.050558598479745,0.2764505404424307,679,0,1
36.00987960664206,0,2,32272.21087215867,0,10000.0,0,15.346752136708451,0.31,635,0,1
24.0,1,2,90761.80423702202,0,23786.09967711037,0,11.870890483206678,0.26,638,0,1
23.430576158073762,0,1,24117.472675477624,0,4000.0,3,12.32046890800841,0.17,642,0,1
33.27691080299222,0,2,36676.06242218456,0,12000.0,5,10.336537204722118,0.33,623,0,1
27.129209296172643,0,0,37290.09004674544,0,10000.0,0,12.947463243077369,0.27,704,0,1
23.0,0,1,83739.0,0,7410.410727489967,3,13.01582515044637,0.0888054763665329,618,0,1
22.726680680042858,0,1,91724.13803891555,2,6409.978979935712,5,11.949176457527997,0.07273319319957142,558,0,1
23.611888535409314,0,0,37518.14105204051,2,2363.17027610915,3,11.71367181572071,0.06407925690272875,677,0,1
21.008052621625282,1,2,51356.0006780293,2,8314.330276346502,4,11.046719954611282,0.15975842135124158,615,0,1
23.15747294871239,0,1,89926.48885244234,0,25314.94589742478,2,10.462357416663053,0.2831494589742478,661,0,1
27.18098528421617,0,3,62714.466692507674,0,2954.753678945957,1,14.52835009714443,0.04909507357891914,667,0,1
30.593620757842835,0,2,49109.329641378514,0,15291.81315507813,3,12.847129341029277,0.3156772987369286,653,0,1
23.2009321957877,0,2,40692.46711809671,1,2036.6822032631283,4,13.255606777431058,0.05,631,0,1
22.265750753589067,0,1,69234.25416587903,0,22000.0,1,10.132268924283338,0.32,594,0,1
30.745572288197906,1,1,98843.5261243593,0,20209.07128530035,3,15.281140411983737,0.2020907128530035,568,0,1
31.0,0,2,42986.83690249588,0,11697.282784104289,2,13.04945720232464,0.2699456556820858,699,0,1
34.70163908512958,0,1,181706.03552042504,2,20906.075186485832,5,13.752378046730442,0.11453037593242917,666,0,1
24.726570708327795,0,1,43130.29659591686,0,13109.371716668882,2,12.615721265404424,0.30273429291672205,592,0,1
26.52763405296705,1,1,94623.73252934436,0,24046.640387733343,0,13.903950074594029,0.25,658,0,1
27.0,0,1,42385.513000575054,0,5781.689005837756,3,16.291582435653904,0.1345422251459439,594,0,1
23.615671153093388,0,0,37996.91332849204,0,14673.041105863327,2,13.433823353808275,0.38346082211726656,647,0,1
23.0,1,1,71837.66880108116,0,23907.373715183203,5,18.880041150663192,0.33,628,0,1
25.409969276955163,0,1,37693.5238321732,0,14514.244077957559,2,10.872278261690301,0.3870498463847758,632,0,1
25.588091304607946,0,1,53689.52447216158,0,4797.716173788185,1,13.78157420013162,0.09329526956313643,658,0,1
25.288703134336608,0,0,44192.430977239404,0,8354.393361942566,1,12.038911617143434,0.18644351567168302,596,0,1
24.868000033190953,0,1,37488.7099886321,1,13746.946009442827,1,13.312819995519222,0.36868000033190956,629,0,1
28.739370702125033,0,0,34942.730910704595,0,13147.874140425007,1,8.27849101980848,0.37478741404250066,669,0,1
37.86313635134612,0,2,24510.601023569863,0,9654.745459461552,1,15.374023025145842,0.3913686364865388,705,0,1
23.0,1,2,82118.10808549228,2,24583.21756026141,4,12.849544317601703,0.2958321756026141,583,0,1
29.831916961282925,0,1,89630.04625437618,2,6267.23321548683,3,15.713408886953493,0.07267233215486829,622,0,1
25.506558299437433,0,0,187773.39228490673,0,6960.650203375395,4,14.899213004067509,0.03480325101687698,685,0,1
26.125952880293323,0,2,53615.625780198716,0,15000.0,1,13.667673245268547,0.28,681,0,1
29.94645809459055,1,1,68656.42591871413,0,7053.541905409451,4,11.49,0.10107083810818901,679,0,1
34.0,1,2,77230.82247407862,1,23178.351630012654,0,12.890889530623555,0.3006097329144303,626,0,1
32.461703546370934,0,0,32032.684971099778,1,14461.703546370933,4,9.528532524939502,0.4492340709274187,668,0,1
25.654278950022547,0,2,65725.77428102025,0,16791.356973750564,1,13.937067648167368,0.25827139475011274,593,0,1
23.60380076801219,1,2,27171.420965890633,0,4198.099615993906,0,13.05969470522771,0.1579239846397562,650,0,1
23.88110021276533,0,1,51334.9086055319,0,13364.330063829599,3,11.311419809043853,0.25940550106382665,669,0,1
22.070124616853224,0,2,66782.7786128838,0,8008.765577106653,0,15.136616884830403,0.12017531154213305,652,0,1
23.495343540160317,0,1,24670.844837495093,0,5000.0,4,12.583658420632261,0.2,626,0,1
31.81814304655392,1,2,72090.40456712795,0,18775.76188371623,3,9.19938054164252,0.26,617,0,1
32.95568866529086,0,1,37026.83455933707,0,12116.56697484395,5,10.34642426753146,0.32447562000589636,617,0,1
22.465282812582128,0,2,64981.58484377464,0,25000.0,1,13.955769578217804,0.3884490572913929,589,0,1
41.95435041092707,0,1,83269.46666317854,0,24246.195867577255,2,15.575891536983436,0.29,602,0,1
25.760933333658095,0,1,66149.24703329055,0,20000.0,0,14.925109666948394,0.3,598,0,1
26.0,0,3,106279.65548804971,0,15803.377079525526,3,17.20460026817018,0.1490168853976276,658,0,1
26.65369908004947,0,0,49132.871819964304,0,12988.225768721682,3,12.708482128793074,0.26,634,0,1
22.0,0,1,85394.10653192269,0,22765.95782072641,1,12.531915465711403,0.2676595782072641,565,0,1
35.62320906480394,0,0,130791.44842834304,0,11443.708272151136,4,14.121341983184635,0.08458930311732021,671,0,1
48.143156077844466,0,1,72049.65251223347,1,23114.106353293322,1,14.86189192065892,0.3211410635329332,660,0,1
23.834813852185498,0,2,54153.03004356023,0,10000.0,3,11.418835715840896,0.18,608,0,1
23.367050936724283,0,2,37845.193377624004,0,13658.237265818929,3,11.391904016252193,0.36316474531637855,629,0,1
23.21714415783992,0,1,95119.05911991668,0,25000.0,4,11.51811732934541,0.26,555,0,1
29.065628837410518,0,2,71700.08226183159,1,8159.844325611578,4,8.326934695994645,0.11213125767482103,561,0,1
21.130462361419728,0,2,22638.993022560808,0,3000.0,5,8.373578371953606,0.13,663,0,1
23.062222695378843,1,2,34361.07627853887,0,5000.0,4,13.29688567142387,0.14937777304621158,611,0,1
24.73707286351078,1,0,34983.15245838963,0,12912.35762117026,0,7.682646900502244,0.3664943048468104,686,0,1
42.81594493429015,0,1,77536.87886368098,1,15000.0,1,11.312403212166409,0.19432004588809154,681,0,1
22.64173009004794,0,2,22880.551698748688,0,5400.0,4,15.473857434218218,0.2332086504502397,607,0,1
23.586878371354004,0,2,46883.15143814607,0,12000.0,0,11.71,0.25706560814323,649,0,1
38.25951668350599,0,0,105019.81960971202,2,7967.24064408311,3,8.353823245705971,0.08,574,0,1
30.139092812569537,1,2,39667.93704117172,0,4500.0,4,10.892489183613742,0.11,631,0,1
27.877450973337393,0,0,37155.91544097012,0,14095.284313626724,2,13.76547793890131,0.38,654,0,1
22.102442116232652,1,0,42813.984773098455,0,16794.87789418837,0,11.429476678638084,0.3889755788376735,663,0,1
37.870698148175336,0,3,66534.81352101623,1,25870.69814817534,4,16.455209783978262,0.38870698148175337,654,0,1
24.90262979781499,0,1,37086.105546018465,0,14682.524865863985,3,14.972480445723964,0.3991151382581938,608,0,1
23.0,0,0,66555.61588054954,0,5000.0,2,16.380367495788274,0.0791434960608459,640,0,1
25.0,1,1,63153.718955140495,0,5200.38273002554,2,14.18184980540947,0.08315067185574748,646,0,1
23.0,1,1,20148.974463368206,0,2584.5541292956264,3,10.496292582890153,0.13,648,0,1
23.74599066009257,1,2,32518.29235826147,0,9836.31337561632,2,11.2772258172419,0.30563502334976855,646,0,1
22.871452064618843,0,1,47950.04668653287,0,8554.257522457388,0,14.173072847435847,0.18257095870762313,571,0,1
24.80426773689401,1,2,94582.6548969456,0,11594.039759198848,4,16.592862301889078,0.12097866131552995,645,0,1
39.33897083719156,0,3,59168.31447024346,0,20330.51458140422,3,13.376484402854215,0.3432205832561688,652,0,1
28.70960283856275,1,1,41520.18165275076,1,3677.4007096406867,3,14.83846503370193,0.08709602838562747,629,0,1
25.0,0,1,24287.057399693083,0,5000.0,3,9.718536849689134,0.21,579,0,1
26.0,1,2,84398.68878249411,2,6146.688298762132,4,15.891373352709943,0.07,634,0,1
25.873701596186272,0,2,56028.46068983234,0,6000.0,3,8.486656085714761,0.11,641,0,1
25.593343657188473,0,1,77721.71393466069,2,7593.343657188472,5,11.89347368688816,0.09593343657188472,624,0,1
23.141539814649256,0,1,36897.84816543695,0,10029.48746138526,3,13.779761901503878,0.2709435987643284,658,0,1
22.737906102820045,0,0,31034.791323781377,0,1983.4657280259676,2,12.244440374794078,0.06524187794359908,591,0,1
24.18234557180613,1,3,29637.49067166872,0,3509.117278590307,3,15.587090777726885,0.12,674,0,1
24.049831659236908,0,2,20516.22357888028,0,4199.11448568571,1,10.218579092225042,0.2014949497771072,593,0,1
23.26915364097109,0,0,53919.29242091228,0,12000.0,2,11.33836744198473,0.22,652,0,1
24.26260559765605,0,0,53877.403379125,0,8000.0,1,13.954663409922038,0.15,657,0,1
29.76122499168044,0,1,39234.069301430965,0,8831.326254575759,0,15.59671425058237,0.2223877500831956,656,0,1
27.737611161732133,0,0,69032.83797881611,0,20000.0,4,11.833322753985899,0.29,698,0,1
27.202580028711175,1,1,80370.99761107082,0,9681.032011484469,2,11.960100334655406,0.12,563,0,1
24.0,0,0,78009.16968155079,0,2579.750303691896,4,14.784806189617683,0.03505588592578701,602,0,1
32.56826091283353,1,0,29655.13587551461,0,9000.0,2,14.347095555252892,0.3,673,0,1
28.68473177204863,1,2,48070.473452682316,0,3066.5149932421123,0,13.934371388199164,0.0618789546113591,647,0,1
31.924263383679264,0,1,71765.61195647507,2,4042.010743766164,1,11.86811084994028,0.06,655,0,1
