,person_age,person_gender,person_education,person_income,person_home_ownership,loan_amnt,loan_intent,loan_int_rate,loan_percent_income,credit_score,previous_loan_defaults_on_file,loan_status
28715,28.0,1,2,30920.0,0,12000.0,1,9.83,0.39,657,0,1
28716,27.0,0,2,62433.0,1,18000.0,3,7.49,0.29,570,0,0
28717,29.0,1,0,65908.0,2,14800.0,3,15.31,0.22,593,0,1
28718,27.0,1,3,52483.0,0,10000.0,2,7.49,0.19,691,1,0
28719,31.0,0,2,75373.0,2,6550.0,2,5.79,0.09,701,0,0
28720,30.0,0,1,65692.0,2,5000.0,5,12.61,0.08,590,0,1
28721,35.0,1,2,36929.0,0,3000.0,3,10.65,0.08,673,0,0
28722,28.0,0,1,68110.0,0,20000.0,5,18.25,0.29,597,0,1
28723,28.0,1,0,48003.0,0,3600.0,2,16.29,0.07,660,0,1
28724,31.0,0,1,37662.0,0,20200.0,0,14.74,0.54,604,0,1
28725,27.0,0,2,53646.0,2,6400.0,1,13.85,0.12,712,0,0
28726,33.0,0,0,72295.0,2,3000.0,0,10.38,0.04,673,1,0
28727,30.0,0,3,166437.0,2,23975.0,1,17.93,0.14,557,0,1
28728,33.0,1,4,49123.0,0,11175.0,1,14.96,0.23,705,0,0
28729,28.0,1,1,121024.0,2,8000.0,1,13.98,0.07,649,1,0
28730,29.0,0,2,145031.0,1,5000.0,0,14.09,0.03,630,0,0
28731,32.0,1,2,145029.0,2,2000.0,1,11.01,0.01,669,0,0
28732,33.0,1,2,150923.0,2,20000.0,5,7.88,0.13,697,1,0
28733,33.0,0,0,163129.0,1,6275.0,4,6.91,0.04,684,1,0
28734,30.0,0,0,162952.0,0,25000.0,3,15.21,0.15,591,1,0
28735,33.0,1,3,481043.0,2,15000.0,2,6.03,0.03,618,1,0
28736,34.0,0,2,91523.0,0,19200.0,1,16.77,0.21,666,0,1
28737,29.0,1,0,30887.0,0,4000.0,5,5.42,0.13,611,0,0
28738,27.0,0,1,164028.0,2,5000.0,0,6.17,0.03,644,1,0
28739,29.0,1,2,119561.0,0,12500.0,5,11.01,0.1,642,0,0
28740,29.0,0,1,58560.0,2,4500.0,2,5.42,0.08,674,1,0
28741,27.0,1,2,72636.0,0,10000.0,3,13.22,0.14,649,1,0
28742,33.0,1,2,78195.0,2,3200.0,1,5.42,0.04,609,1,0
28743,33.0,1,2,90955.0,2,12000.0,1,11.01,0.13,588,1,0
28744,31.0,1,1,94503.0,2,5000.0,5,11.01,0.05,581,0,1
28745,33.0,0,1,205028.0,1,21000.0,2,14.26,0.1,637,1,0
28746,28.0,0,1,84015.0,2,20000.0,5,14.91,0.24,658,0,1
28747,27.0,0,0,29801.0,0,2800.0,3,10.95,0.09,575,1,0
28748,31.0,0,3,103201.0,0,18500.0,2,7.51,0.18,667,0,1
28749,33.0,0,3,148082.0,0,12000.0,1,11.83,0.08,691,1,0
28750,28.0,0,2,30071.0,0,8875.0,1,10.65,0.3,682,0,1
28751,27.0,0,1,24045.0,2,1400.0,5,16.77,0.06,553,0,1
28752,28.0,1,1,63596.0,2,13600.0,5,7.88,0.21,659,1,0
28753,27.0,0,2,59693.0,0,4000.0,3,10.59,0.07,690,1,0
28754,29.0,1,2,67897.0,0,7000.0,4,10.28,0.1,670,1,0
28755,35.0,0,3,48940.0,1,5000.0,2,6.92,0.1,658,1,0
28756,27.0,0,1,53928.0,2,10000.0,2,6.92,0.19,668,1,0
28757,28.0,0,2,61106.0,2,8000.0,0,5.99,0.13,594,1,0
28758,29.0,1,3,74773.0,2,10000.0,2,18.09,0.13,604,0,1
28759,27.0,1,3,25049.0,0,8000.0,3,11.89,0.32,554,0,1
28760,29.0,0,0,49250.0,2,8000.0,5,8.59,0.16,690,1,0
28761,30.0,0,2,65879.0,0,5000.0,4,15.13,0.08,582,0,1
28762,29.0,0,1,58151.0,0,10000.0,3,7.51,0.17,658,1,0
28763,35.0,1,3,109242.0,0,11000.0,5,11.99,0.1,647,0,0
28764,28.0,0,1,46622.0,0,3200.0,0,9.63,0.07,638,1,0
28765,29.0,1,0,39950.0,2,10625.0,5,11.01,0.27,599,0,0
28766,27.0,0,1,118419.0,0,10000.0,3,6.54,0.08,664,1,0
28767,30.0,1,2,12477.0,0,1500.0,5,12.73,0.12,647,0,1
28768,31.0,1,1,72977.0,0,25000.0,1,8.9,0.34,685,0,1
28769,30.0,1,3,60914.0,0,2000.0,5,14.79,0.03,666,1,0
28770,28.0,1,0,725550.0,2,25000.0,0,9.01,0.03,604,0,1
28771,29.0,0,3,87392.0,0,15900.0,5,13.04,0.18,678,1,0
28772,27.0,1,3,73144.0,0,1800.0,1,11.46,0.02,658,1,0
28773,30.0,1,2,145329.0,2,11000.0,1,6.03,0.08,651,1,0
28774,29.0,1,2,111433.0,2,10000.0,2,9.63,0.09,633,1,0
28775,31.0,0,2,30019.0,0,6000.0,1,8.49,0.2,648,1,0
28776,31.0,0,3,94594.0,0,14000.0,1,9.63,0.15,661,1,0
28777,33.0,0,2,60840.0,0,9000.0,4,7.51,0.15,607,1,0
28778,30.0,1,1,94714.0,2,26000.0,2,15.96,0.27,664,1,0
28779,31.0,0,1,61259.0,0,12000.0,5,6.03,0.2,612,1,0
28780,28.0,1,3,67497.0,1,18000.0,2,7.9,0.27,645,0,0
28781,29.0,0,0,110964.0,2,10000.0,1,11.26,0.09,612,1,0
28782,27.0,1,2,35706.0,0,3000.0,1,7.88,0.08,665,0,1
28783,27.0,0,0,42904.0,0,10000.0,1,9.88,0.23,597,1,0
28784,29.0,1,1,108928.0,2,6000.0,0,13.98,0.06,660,1,0
28785,30.0,0,3,360919.0,1,35000.0,3,10.59,0.1,658,0,0
28786,31.0,1,0,68202.0,2,8000.0,2,8.59,0.12,627,1,0
28787,34.0,0,3,36765.0,2,18000.0,5,12.84,0.49,635,0,0
28788,32.0,0,1,58521.0,0,3600.0,3,6.92,0.06,587,1,0
28789,28.0,0,1,58545.0,2,5000.0,2,15.27,0.09,711,0,1
28790,34.0,0,2,59476.0,1,2400.0,4,7.14,0.04,710,1,0
28791,27.0,0,3,69894.0,1,15000.0,2,11.99,0.21,642,0,0
28792,28.0,0,0,72697.0,2,15000.0,1,11.99,0.21,618,1,0
28793,35.0,0,0,31466.0,0,1400.0,3,8.49,0.04,686,0,0
28794,29.0,1,2,57581.0,0,5100.0,2,11.86,0.09,651,1,0
28795,33.0,1,1,48626.0,2,3000.0,0,7.37,0.06,589,1,0
28796,34.0,1,2,576874.0,2,14000.0,0,14.61,0.02,698,0,0
28797,28.0,0,1,73039.0,0,4600.0,5,7.88,0.06,620,0,0
28798,27.0,1,2,42073.0,0,5000.0,1,13.79,0.12,702,0,0
28799,29.0,1,2,36915.0,2,6000.0,4,5.79,0.16,555,1,0
28800,28.0,1,2,58629.0,0,4000.0,0,14.35,0.07,704,0,0
28801,29.0,1,1,89970.0,0,16000.0,1,13.11,0.18,624,0,1
28802,29.0,1,1,108497.0,1,8000.0,1,13.23,0.07,528,1,0
28803,28.0,1,1,78460.0,2,5000.0,2,8.94,0.06,584,0,1
28804,32.0,1,2,90928.0,2,2000.0,3,15.65,0.02,636,1,0
28805,29.0,0,1,22504.0,0,6400.0,5,10.37,0.28,686,0,1
28806,32.0,1,3,289058.0,2,8400.0,2,7.51,0.03,551,1,0
28807,29.0,0,3,59558.0,2,11050.0,3,5.42,0.19,683,0,0
28808,31.0,0,1,150808.0,2,24000.0,3,8.49,0.16,616,0,0
28809,27.0,0,1,53454.0,2,6000.0,1,13.23,0.11,609,0,1
28810,27.0,0,3,53629.0,0,13650.0,1,10.65,0.25,550,0,1
28811,30.0,1,0,29757.0,2,7000.0,2,6.62,0.24,639,0,0
28812,31.0,0,1,65822.0,2,15000.0,4,8.49,0.23,624,0,1
28813,27.0,0,3,159477.0,0,20000.0,5,12.73,0.13,582,1,0
28814,33.0,1,2,29793.0,0,10000.0,2,8.9,0.34,664,0,1
28815,27.0,1,0,59794.0,2,8500.0,2,10.59,0.14,688,0,0
28816,33.0,0,2,146015.0,2,15200.0,5,13.61,0.1,634,1,0
28817,34.0,1,0,72968.0,0,10000.0,2,13.57,0.14,669,1,0
28818,28.0,0,1,68261.0,0,8400.0,2,7.51,0.12,598,0,1
28819,29.0,1,3,216931.0,2,20000.0,3,11.01,0.09,586,1,0
28820,27.0,0,0,102035.0,0,12000.0,2,13.16,0.12,691,1,0
28821,31.0,1,1,83868.0,0,16000.0,4,5.99,0.19,604,1,0
28822,29.0,1,1,54035.0,0,16000.0,1,11.01,0.3,595,0,1
28823,31.0,0,1,60688.0,2,4800.0,5,6.03,0.08,634,1,0
28824,31.0,1,0,24840.0,1,5000.0,0,11.83,0.2,575,0,0
28825,27.0,1,2,77887.0,0,5000.0,5,12.99,0.06,656,1,0
28826,30.0,0,3,116206.0,2,17000.0,4,10.62,0.15,612,1,0
28827,31.0,0,1,229019.0,2,24000.0,5,11.01,0.1,537,1,0
28828,29.0,1,1,143194.0,2,3500.0,4,13.49,0.02,546,1,0
28829,32.0,0,0,120644.0,0,14400.0,5,13.35,0.12,718,0,0
28830,28.0,0,2,139091.0,2,18500.0,1,11.01,0.13,677,0,0
28831,30.0,1,2,59606.0,0,5000.0,0,15.31,0.08,665,0,1
28832,27.0,0,2,94941.0,1,35000.0,2,17.99,0.37,584,0,1
28833,31.0,1,3,116167.0,2,9600.0,2,5.99,0.08,567,0,0
28834,31.0,0,0,70355.0,2,8875.0,4,11.01,0.13,627,1,0
28835,29.0,0,0,117295.0,1,12000.0,2,11.83,0.1,593,0,0
28836,27.0,0,3,83631.0,2,4000.0,1,11.49,0.05,640,0,1
28837,34.0,1,0,88552.0,2,20675.0,0,11.01,0.23,646,0,0
28838,27.0,1,1,51460.0,0,10000.0,1,11.01,0.19,675,1,0
28839,28.0,0,3,26136.0,0,6250.0,5,7.9,0.24,645,1,0
28840,29.0,0,3,83796.0,1,6000.0,2,11.12,0.07,685,0,0
28841,33.0,1,0,46051.0,0,4400.0,0,11.71,0.1,689,1,0
28842,30.0,0,2,72786.0,1,20000.0,1,6.17,0.27,477,1,0
28843,27.0,0,1,74462.0,2,5000.0,2,11.86,0.07,634,0,1
28844,33.0,1,3,98306.0,2,7500.0,3,10.08,0.08,677,1,0
28845,34.0,0,2,37114.0,0,4200.0,2,5.79,0.11,659,1,0
28846,30.0,1,3,60756.0,1,5000.0,4,5.99,0.08,685,0,0
28847,33.0,0,0,65639.0,0,10000.0,0,10.99,0.15,707,1,0
28848,33.0,1,2,105363.0,2,5000.0,0,14.96,0.05,612,1,0
28849,27.0,1,2,99850.0,2,11100.0,5,8.94,0.11,652,1,0
28850,28.0,1,1,75549.0,0,13400.0,5,13.06,0.18,526,1,0
28851,33.0,1,1,54005.0,0,2725.0,2,12.18,0.05,575,0,1
28852,35.0,1,0,34533.0,0,9600.0,5,13.57,0.28,609,0,1
28853,27.0,1,2,180796.0,1,10000.0,1,8.59,0.06,571,1,0
28854,34.0,1,2,73259.0,0,8500.0,0,10.65,0.12,464,1,0
28855,31.0,1,4,51176.0,1,7200.0,4,9.99,0.14,658,1,0
28856,28.0,1,2,80191.0,2,6500.0,3,5.79,0.08,624,0,0
28857,32.0,0,3,35996.0,2,10000.0,2,15.95,0.28,680,0,1
28858,34.0,0,1,48842.0,0,5000.0,1,12.53,0.1,641,1,0
28859,28.0,1,2,75731.0,2,3800.0,1,6.62,0.05,569,0,0
28860,34.0,0,2,37887.0,0,10000.0,5,10.37,0.26,704,0,1
28861,32.0,0,3,36362.0,2,7000.0,1,10.0,0.19,693,0,1
28862,31.0,0,0,36948.0,0,6600.0,3,16.49,0.18,643,0,1
28863,31.0,0,3,93236.0,2,10000.0,4,14.65,0.11,626,1,0
28864,28.0,0,0,59379.0,0,12000.0,5,12.87,0.2,627,1,0
28865,28.0,0,3,96382.0,2,16425.0,0,7.9,0.17,535,1,0
28866,28.0,1,2,97058.0,2,21000.0,1,11.36,0.22,538,1,0
28867,28.0,1,3,90767.0,2,15250.0,5,11.34,0.17,671,0,0
28868,30.0,1,1,37818.0,0,11200.0,2,11.99,0.3,700,0,1
28869,35.0,1,0,64995.0,2,10000.0,4,9.91,0.15,597,0,0
28870,30.0,1,3,67571.0,2,1000.0,2,11.01,0.01,551,1,0
28871,28.0,0,3,58564.0,0,2000.0,3,14.96,0.03,649,0,0
28872,35.0,0,0,58777.0,0,17000.0,1,7.88,0.29,560,0,1
28873,33.0,1,3,64396.0,0,2500.0,5,9.99,0.04,697,1,0
28874,35.0,1,2,40197.0,0,4800.0,4,13.23,0.12,683,0,1
28875,34.0,0,0,162978.0,0,20000.0,3,17.74,0.12,652,1,0
28876,33.0,0,2,138916.0,2,25000.0,0,11.86,0.18,612,1,0
28877,29.0,0,2,82658.0,0,18000.0,2,10.0,0.22,640,1,0
28878,27.0,0,2,47027.0,2,4500.0,3,9.99,0.1,672,1,0
28879,28.0,0,3,100114.0,0,11000.0,3,16.35,0.11,692,1,0
28880,29.0,1,3,58649.0,0,10000.0,3,10.62,0.17,668,0,0
28881,31.0,0,0,29658.0,0,3000.0,0,7.49,0.1,640,1,0
28882,35.0,0,0,240764.0,0,5000.0,2,11.01,0.02,637,1,0
28883,30.0,0,3,47953.0,0,2300.0,2,8.59,0.05,491,1,0
28884,32.0,1,1,127887.0,2,10000.0,3,11.01,0.08,648,0,0
28885,29.0,0,1,111447.0,2,12000.0,4,6.62,0.11,623,0,0
28886,30.0,0,3,56285.0,0,5000.0,3,11.01,0.09,602,1,0
28887,35.0,0,2,148799.0,0,25000.0,4,17.19,0.17,690,0,1
28888,28.0,1,3,65505.0,0,1800.0,2,11.01,0.03,571,0,0
28889,35.0,1,1,79880.0,2,3000.0,1,6.03,0.04,596,1,0
28890,28.0,0,3,77729.0,0,10000.0,0,11.66,0.13,632,1,0
28891,29.0,0,2,51189.0,0,18000.0,3,14.65,0.35,665,0,1
28892,33.0,0,0,169229.0,2,9600.0,5,6.91,0.06,525,1,0
28893,32.0,1,3,53157.0,0,1500.0,0,11.01,0.03,676,0,0
28894,34.0,1,2,43400.0,2,9000.0,1,13.47,0.21,644,1,0
28895,34.0,1,0,60905.0,2,4000.0,5,8.9,0.07,721,0,0
28896,34.0,1,1,62841.0,2,3500.0,4,11.49,0.06,618,1,0
28897,28.0,1,1,74000.0,2,12000.0,0,6.03,0.16,666,1,0
28898,32.0,1,3,61097.0,0,2500.0,2,13.49,0.04,557,1,0
28899,28.0,1,3,59834.0,0,15000.0,2,14.09,0.25,626,0,1
28900,34.0,0,3,270864.0,2,3000.0,5,13.35,0.01,628,0,0
28901,34.0,1,2,90615.0,2,3000.0,3,7.9,0.03,657,0,0
28902,31.0,0,3,62641.0,0,19000.0,4,14.83,0.3,652,0,1
28903,28.0,1,3,126893.0,0,20000.0,3,11.01,0.16,671,0,1
28904,29.0,1,2,58734.0,2,17375.0,3,14.27,0.3,700,0,0
28905,31.0,0,3,134128.0,2,5150.0,0,6.62,0.04,657,0,0
28906,29.0,1,0,100317.0,2,7500.0,5,8.9,0.07,641,0,0
28907,27.0,1,2,85049.0,0,10800.0,4,14.91,0.13,680,0,0
28908,34.0,0,0,54556.0,2,12000.0,5,11.86,0.22,674,1,0
28909,31.0,0,0,21537.0,2,2400.0,1,14.72,0.11,677,0,1
28910,34.0,1,3,37215.0,0,12000.0,5,8.9,0.32,644,0,1
28911,34.0,0,2,132224.0,2,6000.0,1,12.23,0.05,684,0,0
28912,27.0,0,4,91343.0,2,18050.0,2,10.0,0.2,583,0,0
28913,28.0,0,0,102834.0,0,9000.0,3,11.01,0.09,661,1,0
28914,29.0,0,2,49449.0,0,3600.0,5,8.59,0.07,658,1,0
28915,32.0,0,1,45611.0,0,6000.0,2,10.36,0.13,638,1,0
28916,28.0,0,1,71789.0,2,14000.0,3,10.36,0.2,665,0,0
28917,34.0,0,2,64601.0,0,13000.0,5,10.62,0.2,565,1,0
28918,32.0,0,3,48934.0,2,16000.0,2,5.99,0.33,646,1,0
28919,31.0,1,3,95962.0,2,19150.0,1,6.99,0.2,644,1,0
28920,32.0,0,3,121148.0,2,7000.0,5,7.14,0.06,669,0,0
28921,30.0,1,3,94414.0,0,15000.0,5,14.96,0.16,691,0,1
28922,31.0,1,2,120131.0,0,12000.0,4,14.26,0.1,668,0,0
28923,29.0,1,3,35674.0,0,1400.0,0,7.9,0.04,683,1,0
28924,29.0,0,2,79045.0,2,7000.0,2,11.01,0.09,569,1,0
28925,32.0,0,1,65877.0,2,7125.0,4,9.99,0.11,616,0,1
28926,33.0,0,2,109240.0,2,12000.0,1,12.98,0.11,653,0,0
28927,29.0,0,1,181009.0,0,15000.0,4,16.32,0.08,668,1,0
28928,29.0,0,3,34863.0,0,5000.0,0,16.07,0.14,661,0,1
28929,30.0,0,1,51675.0,1,4000.0,2,15.23,0.08,632,1,0
28930,30.0,0,3,54842.0,0,3300.0,2,11.71,0.06,665,1,0
28931,27.0,0,2,76377.0,0,24250.0,2,15.31,0.32,681,0,1
28932,28.0,0,2,78935.0,0,7200.0,4,13.98,0.09,610,1,0
28933,28.0,1,2,24970.0,0,4000.0,3,13.11,0.16,632,0,1
28934,29.0,1,3,24474.0,0,2000.0,5,5.99,0.08,544,0,1
28935,28.0,0,2,36966.0,2,15000.0,4,11.01,0.41,691,0,0
28936,35.0,0,0,66043.0,1,6000.0,2,6.62,0.09,639,0,0
28937,30.0,1,1,103045.0,0,10000.0,2,6.62,0.1,592,1,0
28938,31.0,1,2,120946.0,2,15000.0,4,9.63,0.12,671,1,0
28939,28.0,0,1,49076.0,1,3600.0,2,6.99,0.07,637,1,0
28940,34.0,0,3,65797.0,2,7000.0,2,11.89,0.11,582,1,0
28941,30.0,1,3,54946.0,0,13250.0,1,7.9,0.24,651,1,0
28942,29.0,0,0,40552.0,2,4200.0,3,11.36,0.1,672,1,0
28943,28.0,0,0,130627.0,2,5000.0,3,12.87,0.04,635,0,0
28944,28.0,0,1,36977.0,2,3000.0,5,7.29,0.08,390,1,0
28945,29.0,1,3,88056.0,2,7000.0,2,13.79,0.08,658,0,0
28946,30.0,1,3,59825.0,0,10000.0,4,15.45,0.17,694,0,1
28947,28.0,1,3,45508.0,0,3000.0,5,11.12,0.07,599,0,0
28948,32.0,0,2,139164.0,0,4000.0,0,12.69,0.03,706,1,0
28949,34.0,1,1,166463.0,2,25000.0,2,11.12,0.15,666,0,0
28950,29.0,0,0,110735.0,2,22000.0,0,6.91,0.2,694,1,0
28951,29.0,1,4,37167.0,0,7200.0,3,15.27,0.19,672,0,0
28952,30.0,1,1,145094.0,0,10000.0,0,17.04,0.07,649,1,0
28953,31.0,1,1,94630.0,2,20000.0,4,14.26,0.21,594,0,1
28954,27.0,1,0,54668.0,0,12800.0,0,11.83,0.23,674,1,0
28955,28.0,0,0,67741.0,2,5000.0,0,11.01,0.07,671,1,0
28956,30.0,0,2,39744.0,0,13275.0,0,11.01,0.33,612,0,1
28957,29.0,0,3,190348.0,1,11000.0,3,8.49,0.06,688,0,0
28958,29.0,1,2,54880.0,1,8000.0,0,12.21,0.15,608,1,0
28959,34.0,1,0,136812.0,0,9600.0,5,11.01,0.07,510,1,0
28960,34.0,1,3,33086.0,0,2525.0,2,12.21,0.08,702,0,0
28961,27.0,1,0,58674.0,0,25000.0,1,10.59,0.43,635,0,1
28962,27.0,1,0,70818.0,0,5900.0,4,9.32,0.08,649,1,0
28963,29.0,0,0,22773.0,0,1700.0,3,11.12,0.07,615,1,0
28964,28.0,0,1,67987.0,2,8400.0,1,7.51,0.12,611,0,0
28965,32.0,0,3,80572.0,2,6075.0,2,6.03,0.08,599,1,0
28966,32.0,0,2,78152.0,0,10000.0,4,12.69,0.13,639,0,0
28967,33.0,1,1,54939.0,0,12000.0,1,7.88,0.22,574,1,0
28968,27.0,0,0,136429.0,2,20000.0,5,11.01,0.15,609,0,1
28969,27.0,1,0,39615.0,0,17725.0,2,11.49,0.45,637,0,1
28970,29.0,0,2,89759.0,0,4500.0,3,13.61,0.05,600,1,0
28971,29.0,0,0,43129.0,0,10625.0,0,7.9,0.25,602,1,0
28972,32.0,0,2,55299.0,0,3000.0,1,12.61,0.05,660,1,0
28973,27.0,1,1,75601.0,2,3275.0,4,9.33,0.04,657,0,0
28974,31.0,0,2,240978.0,2,7800.0,2,9.63,0.03,709,0,0
28975,29.0,1,3,57629.0,0,5000.0,2,10.62,0.09,662,0,0
28976,29.0,0,3,46300.0,0,12000.0,2,13.48,0.26,649,0,1
28977,28.0,0,2,58717.0,1,12000.0,1,14.54,0.2,615,0,0
28978,28.0,0,1,41703.0,0,9600.0,2,10.99,0.23,605,1,0
28979,35.0,0,3,46672.0,0,8000.0,3,11.01,0.17,639,1,0
28980,29.0,0,1,84987.0,0,2400.0,3,11.11,0.03,639,1,0
28981,33.0,0,2,91057.0,2,6000.0,3,7.51,0.07,556,1,0
28982,28.0,0,0,120825.0,2,10000.0,3,5.42,0.08,602,1,0
28983,28.0,1,2,104752.0,2,5000.0,2,7.9,0.05,702,1,0
28984,32.0,1,3,78784.0,0,3625.0,4,6.03,0.05,658,0,0
28985,33.0,1,3,29748.0,0,1000.0,5,14.91,0.03,548,0,1
28986,33.0,1,0,80063.0,0,6400.0,3,14.96,0.08,664,0,1
28987,28.0,1,1,88503.0,2,15000.0,0,11.83,0.17,663,1,0
28988,30.0,1,0,80480.0,2,12000.0,3,7.51,0.15,579,1,0
28989,34.0,0,3,163066.0,2,15000.0,2,5.42,0.09,664,1,0
28990,31.0,0,0,193030.0,0,3600.0,3,15.23,0.02,662,1,0
28991,27.0,1,2,60793.0,2,4000.0,5,11.01,0.07,644,0,0
28992,29.0,0,1,75652.0,0,9000.0,5,11.01,0.12,606,1,0
28993,33.0,1,1,26115.0,1,7750.0,4,11.83,0.3,631,1,0
28994,32.0,0,0,48981.0,2,7500.0,3,5.99,0.15,689,0,0
28995,29.0,1,1,49230.0,0,7000.0,3,14.91,0.14,621,0,1
28996,30.0,0,2,168919.0,2,15000.0,4,16.35,0.09,696,1,0
28997,32.0,1,0,72989.0,2,6000.0,2,6.62,0.08,653,0,0
28998,33.0,1,0,83586.0,0,7000.0,3,8.0,0.08,542,0,0
28999,35.0,1,0,94727.0,2,10000.0,0,6.54,0.11,689,0,0
29000,31.0,0,2,41599.0,2,15250.0,2,12.53,0.37,674,1,0
29001,34.0,0,2,39226.0,2,2275.0,4,6.17,0.06,603,1,0
29002,30.0,1,0,34533.0,0,12000.0,5,14.22,0.35,615,0,1
29003,28.0,0,2,58706.0,2,3000.0,3,11.99,0.05,658,0,0
29004,28.0,1,3,94872.0,2,20000.0,2,11.01,0.21,659,0,1
29005,29.0,0,2,96022.0,2,8000.0,5,5.42,0.08,560,1,0
29006,27.0,1,4,59645.0,0,12000.0,1,12.53,0.2,671,0,0
29007,33.0,0,2,124846.0,2,6000.0,5,11.01,0.05,715,0,0
29008,29.0,0,2,109763.0,2,10000.0,5,12.21,0.09,695,1,0
29009,34.0,1,0,22822.0,0,1500.0,5,11.48,0.07,681,0,1
29010,29.0,0,3,35221.0,0,4000.0,1,10.59,0.11,665,1,0
29011,28.0,1,4,51214.0,2,10000.0,4,10.75,0.2,714,0,0
29012,30.0,1,1,113953.0,2,10000.0,5,14.27,0.09,621,1,0
29013,27.0,0,3,216944.0,2,8000.0,0,13.23,0.04,680,1,0
29014,33.0,1,2,87311.0,2,6600.0,4,11.01,0.08,613,1,0
29015,27.0,1,3,55257.0,0,7600.0,2,14.59,0.14,659,0,1
29016,33.0,0,2,71455.0,0,3000.0,3,11.49,0.04,716,0,0
29017,35.0,0,1,60481.0,0,7000.0,0,11.49,0.12,664,1,0
29018,31.0,1,3,72682.0,2,19400.0,3,18.53,0.27,622,1,0
29019,28.0,1,0,49116.0,0,9000.0,2,12.53,0.18,708,1,0
29020,29.0,0,3,21277.0,0,2750.0,4,14.84,0.13,528,0,1
29021,27.0,0,0,68412.0,0,10000.0,4,11.36,0.15,685,0,0
29022,34.0,0,0,46739.0,1,10000.0,4,8.94,0.21,701,0,0
29023,30.0,1,0,64551.0,0,14000.0,5,15.28,0.22,656,0,1
29024,32.0,1,3,49169.0,0,7175.0,2,12.99,0.15,637,1,0
29025,29.0,1,2,577347.0,2,6500.0,5,5.42,0.01,686,0,0
29026,30.0,1,0,85161.0,2,10000.0,3,10.25,0.12,546,1,0
29027,30.0,0,1,97120.0,2,6000.0,1,14.17,0.06,632,1,0
29028,29.0,1,2,34552.0,0,8575.0,1,19.42,0.25,658,0,1
29029,32.0,1,1,111291.0,2,8400.0,2,15.99,0.08,602,0,1
29030,35.0,0,2,104755.0,1,18000.0,0,11.01,0.17,630,1,0
29031,30.0,0,0,115952.0,2,8000.0,2,6.99,0.07,690,0,0
29032,28.0,1,2,65570.0,0,12000.0,4,15.31,0.18,639,0,1
29033,29.0,0,2,31068.0,1,10000.0,3,13.49,0.32,575,1,0
29034,27.0,1,0,55969.0,2,3000.0,5,6.99,0.05,669,1,0
29035,27.0,1,4,48705.0,0,10000.0,3,11.01,0.21,666,0,0
29036,33.0,1,2,91694.0,0,20000.0,2,17.58,0.22,655,0,1
29037,27.0,1,0,77460.0,2,20000.0,5,6.54,0.26,741,0,0
29038,28.0,0,1,60979.0,2,9000.0,2,11.01,0.15,670,0,0
29039,33.0,0,3,17945.0,0,4800.0,2,6.76,0.27,537,0,1
29040,35.0,1,2,144995.0,0,12000.0,3,10.99,0.08,661,1,0
29041,33.0,1,3,37333.0,0,6500.0,5,8.49,0.17,697,1,0
29042,28.0,1,2,60890.0,0,16200.0,4,13.99,0.27,581,0,1
29043,27.0,0,2,102187.0,2,7000.0,5,7.29,0.07,600,0,0
29044,28.0,0,0,61011.0,0,3000.0,1,10.37,0.05,635,1,0
29045,28.0,1,3,94537.0,0,12000.0,0,10.62,0.13,627,1,0
29046,27.0,0,2,73401.0,0,10000.0,3,10.62,0.14,662,1,0
29047,28.0,1,2,41700.0,0,5000.0,0,7.9,0.12,635,0,1
29048,35.0,0,3,96852.0,1,15000.0,3,15.99,0.15,677,1,0
29049,28.0,0,2,259694.0,2,21000.0,4,11.99,0.08,678,1,0
29050,27.0,0,1,144961.0,2,16000.0,3,12.21,0.11,547,1,0
29051,34.0,1,2,163019.0,2,8000.0,3,9.32,0.05,678,0,0
29052,28.0,0,0,144878.0,2,14400.0,2,10.74,0.1,686,1,0
29053,27.0,1,0,153334.0,2,21000.0,3,10.99,0.14,658,1,0
29054,27.0,1,2,111329.0,2,18000.0,1,11.48,0.16,643,0,0
29055,31.0,1,2,69242.0,0,9000.0,2,15.33,0.13,659,0,1
29056,28.0,1,3,151191.0,2,5000.0,0,11.99,0.03,705,0,1
29057,29.0,0,3,44522.0,2,14000.0,0,14.27,0.31,680,1,0
29058,30.0,1,2,109217.0,2,18000.0,0,8.49,0.16,565,1,0
29059,29.0,0,1,49123.0,1,5000.0,2,5.42,0.1,629,1,0
29060,29.0,1,2,60940.0,2,3575.0,4,11.49,0.06,676,1,0
29061,27.0,0,2,126177.0,0,15000.0,1,16.77,0.12,650,1,0
29062,33.0,0,3,118600.0,0,20000.0,4,6.91,0.17,686,0,0
29063,29.0,1,3,45687.0,2,3000.0,0,16.82,0.07,530,1,0
29064,28.0,0,3,150903.0,2,8000.0,2,11.14,0.05,520,1,0
29065,29.0,1,2,171473.0,1,24250.0,0,11.48,0.14,625,1,0
29066,27.0,1,2,150576.0,2,8000.0,5,6.76,0.05,642,1,0
29067,34.0,1,2,47358.0,2,2400.0,5,8.9,0.05,649,1,0
29068,28.0,0,2,79039.0,2,10000.0,4,7.49,0.13,685,0,0
29069,34.0,0,4,67057.0,2,7000.0,1,13.49,0.1,743,0,0
29070,34.0,0,1,85256.0,0,6000.0,5,11.89,0.07,625,1,0
